week_id,store_id,item_id,on_hand_units_bop,receipt_units,sold_units,on_hand_units_eop,lost_sales_units,demand_forecast_units,weeks_of_supply,days_of_supply,in_stock_flag,fill_rate,lead_time_days,reorder_point_units,case_pack_qty
17,131,1006,133,516,133,516,163,296,1.74,3.1,0,0.4493,7,372,12
18,131,1006,516,0,268,248,0,268,0.93,13.5,1,1.0,7,336,12
19,131,1006,248,660,248,660,110,358,1.84,4.8,1,0.6927,7,444,12
20,131,1006,660,0,282,378,0,282,1.34,16.4,1,1.0,7,348,12
21,131,1006,378,0,286,92,0,286,0.32,9.3,1,1.0,7,360,12
22,131,1006,92,492,92,492,190,282,1.74,2.3,0,0.3262,7,348,12
23,131,1006,492,0,275,217,0,275,0.79,12.5,1,1.0,7,348,12
24,131,1006,217,660,217,660,51,268,2.46,5.7,1,0.8097,7,336,12
25,131,1006,660,0,264,396,0,264,1.5,17.5,1,1.0,7,336,12
26,131,1006,396,0,260,136,0,260,0.52,10.7,1,1.0,7,324,12
27,131,1006,136,432,136,432,117,253,1.71,3.8,1,0.5375,7,312,12
28,131,1006,432,0,246,186,0,246,0.76,12.3,1,1.0,7,312,12
29,131,1006,186,516,186,516,117,303,1.7,4.3,1,0.6139,7,384,12
30,131,1006,516,0,238,278,0,238,1.17,15.2,1,1.0,7,300,12
31,131,1006,278,564,278,564,11,289,1.95,6.7,1,0.9619,7,360,12
32,131,1006,564,0,224,340,0,224,1.52,17.6,1,1.0,7,276,12
33,131,1006,340,0,220,120,0,220,0.55,10.8,1,1.0,7,276,12
34,131,1006,120,360,120,360,96,216,1.67,3.9,1,0.5556,7,264,12
35,131,1006,360,0,209,151,0,209,0.72,12.1,1,1.0,7,264,12
36,131,1006,151,336,151,336,51,202,1.66,5.2,1,0.7475,7,252,12
37,131,1006,336,0,198,138,0,198,0.7,11.9,1,1.0,7,252,12
38,131,1006,138,312,138,312,56,194,1.61,5.0,1,0.7113,7,240,12
39,131,1006,312,0,220,92,0,220,0.42,9.9,1,1.0,7,276,12
40,131,1006,92,480,92,480,131,223,2.15,2.9,0,0.4126,7,276,12
41,131,1006,480,0,198,282,0,198,1.42,17.0,1,1.0,7,252,12
42,131,1006,282,552,263,571,0,263,2.17,7.5,1,1.0,7,324,12
43,131,1006,571,0,209,362,0,209,1.73,19.1,1,1.0,7,264,12
44,131,1006,362,0,216,146,0,216,0.68,11.7,1,1.0,7,264,12
45,131,1006,146,612,146,612,140,286,2.14,3.6,1,0.5105,7,360,12
46,131,1006,612,0,224,388,0,224,1.73,19.1,1,1.0,7,276,12
47,131,1006,388,0,289,99,0,289,0.34,9.4,1,1.0,7,360,12
48,131,1006,99,540,99,540,139,238,2.27,2.9,0,0.416,7,300,12
49,131,1006,540,0,231,309,0,231,1.34,16.4,1,1.0,7,288,12
50,131,1006,309,0,224,85,0,224,0.38,9.7,1,1.0,7,276,12
51,131,1006,85,396,85,396,131,216,1.83,2.8,0,0.3935,7,264,12
52,131,1006,396,0,209,187,0,209,0.89,13.3,1,1.0,7,264,12
1,313,1006,612,0,180,432,0,180,2.4,23.8,1,1.0,7,228,12
2,313,1006,432,0,176,256,0,176,1.45,17.2,1,1.0,7,216,12
3,313,1006,256,0,174,82,0,174,0.47,10.3,1,1.0,7,216,12
4,313,1006,82,396,82,396,94,176,2.25,3.3,0,0.4659,7,216,12
5,313,1006,396,0,180,216,0,180,1.2,15.4,1,1.0,7,228,12
6,313,1006,216,420,184,452,0,184,2.46,8.2,1,1.0,7,228,12
7,313,1006,452,0,190,262,0,190,1.38,16.7,1,1.0,7,240,12
8,313,1006,262,0,196,66,0,196,0.34,9.4,1,1.0,7,240,12
9,313,1006,66,444,66,444,134,200,2.22,2.3,0,0.33,7,252,12
10,313,1006,444,0,204,240,0,204,1.18,15.2,1,1.0,7,252,12
11,313,1006,240,492,240,492,22,262,1.88,6.4,1,0.916,7,324,12
12,313,1006,492,0,216,276,0,216,1.28,15.9,1,1.0,7,264,12
13,313,1006,276,0,220,56,0,220,0.25,8.8,1,1.0,7,276,12
14,313,1006,56,504,56,504,224,280,1.8,1.4,0,0.2,7,348,12
15,313,1006,504,0,264,240,0,264,0.91,13.4,1,1.0,7,336,12
16,313,1006,240,456,236,460,0,236,1.95,7.1,1,1.0,7,300,12
17,313,1006,460,0,269,191,0,269,0.71,12.0,1,1.0,7,336,12
18,313,1006,191,384,191,384,53,244,1.57,5.5,1,0.7828,7,300,12
19,313,1006,384,636,325,695,0,325,2.14,8.3,1,1.0,7,408,12
20,313,1006,695,0,256,439,0,256,1.71,19.0,1,1.0,7,324,12
21,313,1006,439,0,260,179,0,260,0.69,11.8,1,1.0,7,324,12
22,313,1006,179,396,179,396,77,256,1.55,4.9,1,0.6992,7,324,12
23,313,1006,396,0,250,146,0,250,0.58,11.1,1,1.0,7,312,12
24,313,1006,146,372,146,372,98,244,1.52,4.2,1,0.5984,7,300,12
25,313,1006,372,0,240,132,0,240,0.55,10.8,1,1.0,7,300,12
26,313,1006,132,576,132,576,104,236,2.44,3.9,1,0.5593,7,300,12
27,313,1006,576,0,230,346,0,230,1.5,17.5,1,1.0,7,288,12
28,313,1006,346,0,224,122,0,224,0.54,10.8,1,1.0,7,276,12
29,313,1006,122,600,122,600,153,275,2.18,3.1,0,0.4436,7,348,12
30,313,1006,600,0,216,384,0,216,1.78,19.4,1,1.0,7,264,12
31,313,1006,384,0,262,122,0,262,0.47,10.3,1,1.0,7,324,12
32,313,1006,122,420,122,420,82,204,2.06,4.2,1,0.598,7,252,12
33,313,1006,420,0,200,220,0,200,1.1,14.7,1,1.0,7,252,12
34,313,1006,220,360,196,384,0,196,1.96,7.9,1,1.0,7,240,12
35,313,1006,384,0,190,194,0,190,1.02,14.1,1,1.0,7,240,12
36,313,1006,194,384,184,394,0,184,2.14,7.4,1,1.0,7,228,12
37,313,1006,394,0,180,214,0,180,1.19,15.3,1,1.0,7,228,12
38,313,1006,214,0,176,38,0,176,0.22,8.5,1,1.0,7,216,12
39,313,1006,38,480,38,480,162,200,2.4,1.3,0,0.19,7,252,12
40,313,1006,480,0,202,278,0,202,1.38,16.6,1,1.0,7,252,12
41,313,1006,278,0,180,98,0,180,0.54,10.8,1,1.0,7,228,12
42,313,1006,98,516,98,516,141,239,2.16,2.9,0,0.41,7,300,12
43,313,1006,516,0,190,326,0,190,1.72,19.0,1,1.0,7,240,12
44,313,1006,326,0,196,130,0,196,0.66,11.6,1,1.0,7,240,12
45,313,1006,130,552,130,552,130,260,2.12,3.5,1,0.5,7,324,12
46,313,1006,552,0,204,348,0,204,1.71,18.9,1,1.0,7,252,12
47,313,1006,348,0,262,86,0,262,0.33,9.3,1,1.0,7,324,12
48,313,1006,86,420,86,420,130,216,1.94,2.8,0,0.3981,7,264,12
49,313,1006,420,0,210,210,0,210,1.0,14.0,1,1.0,7,264,12
50,313,1006,210,372,204,378,0,204,1.85,7.2,1,1.0,7,252,12
51,313,1006,378,0,196,182,0,196,0.93,13.5,1,1.0,7,240,12
52,313,1006,182,420,182,420,8,190,2.21,6.7,1,0.9579,7,240,12
1,285,1006,636,0,180,456,0,180,2.53,24.7,1,1.0,7,228,12
2,285,1006,456,0,176,280,0,176,1.59,18.1,1,1.0,7,216,12
3,285,1006,280,0,174,106,0,174,0.61,11.3,1,1.0,7,216,12
4,285,1006,106,336,106,336,70,176,1.91,4.2,1,0.6023,7,216,12
5,285,1006,336,0,180,156,0,180,0.87,13.1,1,1.0,7,228,12
6,285,1006,156,348,156,348,28,184,1.89,5.9,1,0.8478,7,228,12
7,285,1006,348,0,190,158,0,190,0.83,12.8,1,1.0,7,240,12
8,285,1006,158,372,158,372,38,196,1.9,5.6,1,0.8061,7,240,12
9,285,1006,372,0,200,172,0,200,0.86,13.0,1,1.0,7,252,12
10,285,1006,172,396,172,396,32,204,1.94,5.9,1,0.8431,7,252,12
11,285,1006,396,0,262,134,0,262,0.51,10.6,1,1.0,7,324,12
12,285,1006,134,540,134,540,82,216,2.5,4.3,1,0.6204,7,264,12
13,285,1006,540,0,220,320,0,220,1.45,17.2,1,1.0,7,276,12
14,285,1006,320,612,280,652,0,280,2.33,8.0,1,1.0,7,348,12
15,285,1006,652,0,264,388,0,264,1.47,17.3,1,1.0,7,336,12
16,285,1006,388,0,236,152,0,236,0.64,11.5,1,1.0,7,300,12
17,285,1006,152,504,152,504,117,269,1.87,4.0,1,0.5651,7,336,12
18,285,1006,504,0,244,260,0,244,1.07,14.5,1,1.0,7,300,12
19,285,1006,260,612,260,612,65,325,1.88,5.6,1,0.8,7,408,12
20,285,1006,612,0,256,356,0,256,1.39,16.7,1,1.0,7,324,12
21,285,1006,356,0,260,96,0,260,0.37,9.6,1,1.0,7,324,12
22,285,1006,96,492,96,492,160,256,1.92,2.6,0,0.375,7,324,12
23,285,1006,492,0,250,242,0,250,0.97,13.8,1,1.0,7,312,12
24,285,1006,242,372,242,372,2,244,1.52,6.9,1,0.9918,7,300,12
25,285,1006,372,0,240,132,0,240,0.55,10.8,1,1.0,7,300,12
26,285,1006,132,480,132,480,104,236,2.03,3.9,1,0.5593,7,300,12
27,285,1006,480,0,230,250,0,230,1.09,14.6,1,1.0,7,288,12
28,285,1006,250,516,224,542,0,224,2.42,7.8,1,1.0,7,276,12
29,285,1006,542,0,275,267,0,275,0.97,13.8,1,1.0,7,348,12
30,285,1006,267,0,216,51,0,216,0.24,8.7,1,1.0,7,264,12
31,285,1006,51,564,51,564,211,262,2.15,1.4,0,0.1947,7,324,12
32,285,1006,564,0,204,360,0,204,1.76,19.4,1,1.0,7,252,12
33,285,1006,360,0,200,160,0,200,0.8,12.6,1,1.0,7,252,12
34,285,1006,160,336,160,336,36,196,1.71,5.7,1,0.8163,7,240,12
35,285,1006,336,0,190,146,0,190,0.77,12.4,1,1.0,7,240,12
36,285,1006,146,408,146,408,38,184,2.22,5.6,1,0.7935,7,228,12
37,285,1006,408,0,180,228,0,180,1.27,15.9,1,1.0,7,228,12
38,285,1006,228,0,176,52,0,176,0.3,9.1,1,1.0,7,216,12
39,285,1006,52,444,52,444,148,200,2.22,1.8,0,0.26,7,252,12
40,285,1006,444,0,202,242,0,202,1.2,15.4,1,1.0,7,252,12
41,285,1006,242,0,180,62,0,180,0.34,9.4,1,1.0,7,228,12
42,285,1006,62,420,62,420,177,239,1.76,1.8,0,0.2594,7,300,12
43,285,1006,420,0,190,230,0,190,1.21,15.5,1,1.0,7,240,12
44,285,1006,230,420,196,454,0,196,2.32,8.2,1,1.0,7,240,12
45,285,1006,454,0,260,194,0,260,0.75,12.2,1,1.0,7,324,12
46,285,1006,194,432,194,432,10,204,2.12,6.7,1,0.951,7,252,12
47,285,1006,432,0,262,170,0,262,0.65,11.5,1,1.0,7,324,12
48,285,1006,170,504,170,504,46,216,2.33,5.5,1,0.787,7,264,12
49,285,1006,504,0,210,294,0,210,1.4,16.8,1,1.0,7,264,12
50,285,1006,294,0,204,90,0,204,0.44,10.1,1,1.0,7,252,12
51,285,1006,90,324,90,324,106,196,1.65,3.2,0,0.4592,7,240,12
52,285,1006,324,0,190,134,0,190,0.71,11.9,1,1.0,7,240,12
1,187,1006,420,0,180,240,0,180,1.33,16.3,1,1.0,7,228,12
2,187,1006,240,0,176,64,0,176,0.36,9.5,1,1.0,7,216,12
3,187,1006,64,348,64,348,110,174,2.0,2.6,0,0.3678,7,216,12
4,187,1006,348,0,176,172,0,176,0.98,13.8,1,1.0,7,216,12
5,187,1006,172,276,172,276,8,180,1.53,6.7,1,0.9556,7,228,12
6,187,1006,276,0,184,92,0,184,0.5,10.5,1,1.0,7,228,12
7,187,1006,92,360,92,360,98,190,1.89,3.4,0,0.4842,7,240,12
8,187,1006,360,0,196,164,0,196,0.84,12.9,1,1.0,7,240,12
9,187,1006,164,456,164,456,36,200,2.28,5.7,1,0.82,7,252,12
10,187,1006,456,0,204,252,0,204,1.24,15.6,1,1.0,7,252,12
11,187,1006,252,432,252,432,10,262,1.65,6.7,1,0.9618,7,324,12
12,187,1006,432,0,216,216,0,216,1.0,14.0,1,1.0,7,264,12
13,187,1006,216,432,216,432,4,220,1.96,6.9,1,0.9818,7,276,12
14,187,1006,432,0,280,152,0,280,0.54,10.8,1,1.0,7,348,12
15,187,1006,152,660,152,660,112,264,2.5,4.0,1,0.5758,7,336,12
16,187,1006,660,0,236,424,0,236,1.8,19.6,1,1.0,7,300,12
17,187,1006,424,0,269,155,0,269,0.58,11.0,1,1.0,7,336,12
18,187,1006,155,492,155,492,89,244,2.02,4.4,1,0.6352,7,300,12
19,187,1006,492,0,325,167,0,325,0.51,10.6,1,1.0,7,408,12
20,187,1006,167,516,167,516,89,256,2.02,4.6,1,0.6523,7,324,12
21,187,1006,516,0,260,256,0,260,0.98,13.9,1,1.0,7,324,12
22,187,1006,256,528,256,528,0,256,2.06,7.0,1,1.0,7,324,12
23,187,1006,528,0,250,278,0,250,1.11,14.8,1,1.0,7,312,12
24,187,1006,278,408,244,442,0,244,1.81,8.0,1,1.0,7,300,12
25,187,1006,442,0,240,202,0,240,0.84,12.9,1,1.0,7,300,12
26,187,1006,202,384,202,384,34,236,1.63,6.0,1,0.8559,7,300,12
27,187,1006,384,0,230,154,0,230,0.67,11.7,1,1.0,7,288,12
28,187,1006,154,492,154,492,70,224,2.2,4.8,1,0.6875,7,276,12
29,187,1006,492,0,275,217,0,275,0.79,12.5,1,1.0,7,348,12
30,187,1006,217,408,216,409,0,216,1.89,7.0,1,1.0,7,264,12
31,187,1006,409,0,262,147,0,262,0.56,10.9,1,1.0,7,324,12
32,187,1006,147,360,147,360,57,204,1.76,5.0,1,0.7206,7,252,12
33,187,1006,360,0,200,160,0,200,0.8,12.6,1,1.0,7,252,12
34,187,1006,160,300,160,300,36,196,1.53,5.7,1,0.8163,7,240,12
35,187,1006,300,0,190,110,0,190,0.58,11.1,1,1.0,7,240,12
36,187,1006,110,432,110,432,74,184,2.35,4.2,1,0.5978,7,228,12
37,187,1006,432,0,180,252,0,180,1.4,16.8,1,1.0,7,228,12
38,187,1006,252,0,176,76,0,176,0.43,10.0,1,1.0,7,216,12
39,187,1006,76,312,76,312,124,200,1.56,2.7,0,0.38,7,252,12
40,187,1006,312,0,202,110,0,202,0.54,10.8,1,1.0,7,252,12
41,187,1006,110,408,110,408,70,180,2.27,4.3,1,0.6111,7,228,12
42,187,1006,408,0,239,169,0,239,0.71,11.9,1,1.0,7,300,12
43,187,1006,169,360,169,360,21,190,1.89,6.2,1,0.8895,7,240,12
44,187,1006,360,0,196,164,0,196,0.84,12.9,1,1.0,7,240,12
45,187,1006,164,540,164,540,96,260,2.08,4.4,1,0.6308,7,324,12
46,187,1006,540,0,204,336,0,204,1.65,18.5,1,1.0,7,252,12
47,187,1006,336,0,262,74,0,262,0.28,9.0,1,1.0,7,324,12
48,187,1006,74,372,74,372,142,216,1.72,2.4,0,0.3426,7,264,12
49,187,1006,372,0,210,162,0,210,0.77,12.4,1,1.0,7,264,12
50,187,1006,162,336,162,336,42,204,1.65,5.6,1,0.7941,7,252,12
51,187,1006,336,0,196,140,0,196,0.71,12.0,1,1.0,7,240,12
52,187,1006,140,384,140,384,50,190,2.02,5.2,1,0.7368,7,240,12
1,103,1006,468,0,153,315,0,153,2.06,21.4,1,1.0,7,192,12
2,103,1006,315,0,150,165,0,150,1.1,14.7,1,1.0,7,192,12
3,103,1006,165,252,148,269,0,148,1.82,7.8,1,1.0,7,180,12
4,103,1006,269,0,150,119,0,150,0.79,12.6,1,1.0,7,192,12
5,103,1006,119,300,119,300,34,153,1.96,5.4,1,0.7778,7,192,12
6,103,1006,300,0,156,144,0,156,0.92,13.5,1,1.0,7,192,12
7,103,1006,144,312,144,312,18,162,1.93,6.2,1,0.8889,7,204,12
8,103,1006,312,0,167,145,0,167,0.87,13.1,1,1.0,7,204,12
9,103,1006,145,288,145,288,25,170,1.69,6.0,1,0.8529,7,216,12
10,103,1006,288,0,173,115,0,173,0.66,11.7,1,1.0,7,216,12
11,103,1006,115,456,115,456,108,223,2.04,3.6,1,0.5157,7,276,12
12,103,1006,456,0,184,272,0,184,1.48,17.3,1,1.0,7,228,12
13,103,1006,272,0,187,85,0,187,0.45,10.2,1,1.0,7,228,12
14,103,1006,85,396,85,396,153,238,1.66,2.5,0,0.3571,7,300,12
15,103,1006,396,0,225,171,0,225,0.76,12.3,1,1.0,7,276,12
16,103,1006,171,408,171,408,30,201,2.03,6.0,1,0.8507,7,252,12
17,103,1006,408,0,228,180,0,228,0.79,12.5,1,1.0,7,288,12
18,103,1006,180,336,180,336,27,207,1.62,6.1,1,0.8696,7,264,12
19,103,1006,336,0,276,60,0,276,0.22,8.5,1,1.0,7,348,12
20,103,1006,60,432,60,432,158,218,1.98,1.9,0,0.2752,7,276,12
21,103,1006,432,0,221,211,0,221,0.95,13.7,1,1.0,7,276,12
22,103,1006,211,396,211,396,7,218,1.82,6.8,1,0.9679,7,276,12
23,103,1006,396,0,212,184,0,212,0.87,13.1,1,1.0,7,264,12
24,103,1006,184,408,184,408,23,207,1.97,6.2,1,0.8889,7,264,12
25,103,1006,408,0,204,204,0,204,1.0,14.0,1,1.0,7,252,12
26,103,1006,204,384,201,387,0,201,1.93,7.1,1,1.0,7,252,12
27,103,1006,387,0,195,192,0,195,0.98,13.9,1,1.0,7,240,12
28,103,1006,192,456,190,458,0,190,2.41,7.1,1,1.0,7,240,12
29,103,1006,458,0,234,224,0,234,0.96,13.7,1,1.0,7,288,12
30,103,1006,224,0,184,40,0,184,0.22,8.5,1,1.0,7,228,12
31,103,1006,40,444,40,444,183,223,1.99,1.3,0,0.1794,7,276,12
32,103,1006,444,0,173,271,0,173,1.57,18.0,1,1.0,7,216,12
33,103,1006,271,0,170,101,0,170,0.59,11.2,1,1.0,7,216,12
34,103,1006,101,384,101,384,66,167,2.3,4.2,1,0.6048,7,204,12
35,103,1006,384,0,162,222,0,162,1.37,16.6,1,1.0,7,204,12
36,103,1006,222,0,156,66,0,156,0.42,10.0,1,1.0,7,192,12
37,103,1006,66,264,66,264,87,153,1.73,3.0,0,0.4314,7,192,12
38,103,1006,264,0,150,114,0,150,0.76,12.3,1,1.0,7,192,12
39,103,1006,114,312,114,312,56,170,1.84,4.7,1,0.6706,7,216,12
40,103,1006,312,0,172,140,0,172,0.81,12.7,1,1.0,7,216,12
41,103,1006,140,240,140,240,13,153,1.57,6.4,1,0.915,7,192,12
42,103,1006,240,384,203,421,0,203,2.07,8.3,1,1.0,7,252,12
43,103,1006,421,0,162,259,0,162,1.6,18.2,1,1.0,7,204,12
44,103,1006,259,0,167,92,0,167,0.55,10.9,1,1.0,7,204,12
45,103,1006,92,480,92,480,129,221,2.17,2.9,0,0.4163,7,276,12
46,103,1006,480,0,173,307,0,173,1.77,19.4,1,1.0,7,216,12
47,103,1006,307,0,223,84,0,223,0.38,9.6,1,1.0,7,276,12
48,103,1006,84,432,84,432,100,184,2.35,3.2,0,0.4565,7,228,12
49,103,1006,432,0,178,254,0,178,1.43,17.0,1,1.0,7,228,12
50,103,1006,254,0,173,81,0,173,0.47,10.3,1,1.0,7,216,12
51,103,1006,81,348,81,348,86,167,2.08,3.4,0,0.485,7,204,12
52,103,1006,348,0,162,186,0,162,1.15,15.0,1,1.0,7,204,12
1,688,1006,756,0,252,504,0,252,2.0,21.0,1,1.0,7,312,12
2,688,1006,504,0,246,258,0,246,1.05,14.3,1,1.0,7,312,12
3,688,1006,258,408,244,422,0,244,1.73,7.4,1,1.0,7,300,12
4,688,1006,422,0,246,176,0,246,0.72,12.0,1,1.0,7,312,12
5,688,1006,176,384,176,384,76,252,1.52,4.9,1,0.6984,7,312,12
6,688,1006,384,0,258,126,0,258,0.49,10.4,1,1.0,7,324,12
7,688,1006,126,612,126,612,140,266,2.3,3.3,0,0.4737,7,336,12
8,688,1006,612,0,274,338,0,274,1.23,15.6,1,1.0,7,348,12
9,688,1006,338,0,280,58,0,280,0.21,8.4,1,1.0,7,348,12
10,688,1006,58,480,58,480,228,286,1.68,1.4,0,0.2028,7,360,12
11,688,1006,480,0,368,112,0,368,0.3,9.1,1,1.0,7,456,12
12,688,1006,112,480,112,480,190,302,1.59,2.6,0,0.3709,7,372,12
13,688,1006,480,0,308,172,0,308,0.56,10.9,1,1.0,7,384,12
14,688,1006,172,960,172,960,220,392,2.45,3.1,0,0.4388,7,492,12
15,688,1006,960,0,370,590,0,370,1.59,18.2,1,1.0,7,468,12
16,688,1006,590,0,330,260,0,330,0.79,12.5,1,1.0,7,408,12
17,688,1006,260,924,260,924,116,376,2.46,4.8,1,0.6915,7,468,12
18,688,1006,924,0,342,582,0,342,1.7,18.9,1,1.0,7,432,12
19,688,1006,582,0,455,127,0,455,0.28,9.0,1,1.0,7,564,12
20,688,1006,127,756,127,756,231,358,2.11,2.5,0,0.3547,7,444,12
21,688,1006,756,0,364,392,0,364,1.08,14.5,1,1.0,7,456,12
22,688,1006,392,672,358,706,0,358,1.97,7.7,1,1.0,7,444,12
23,688,1006,706,0,350,356,0,350,1.02,14.1,1,1.0,7,432,12
24,688,1006,356,792,342,806,0,342,2.36,7.3,1,1.0,7,432,12
25,688,1006,806,0,336,470,0,336,1.4,16.8,1,1.0,7,420,12
26,688,1006,470,0,330,140,0,330,0.42,10.0,1,1.0,7,408,12
27,688,1006,140,552,140,552,182,322,1.71,3.0,0,0.4348,7,408,12
28,688,1006,552,0,314,238,0,314,0.76,12.3,1,1.0,7,396,12
29,688,1006,238,744,238,744,147,385,1.93,4.3,1,0.6182,7,480,12
30,688,1006,744,0,302,442,0,302,1.46,17.2,1,1.0,7,372,12
31,688,1006,442,0,368,74,0,368,0.2,8.4,1,1.0,7,456,12
32,688,1006,74,528,74,528,212,286,1.85,1.8,0,0.2587,7,360,12
33,688,1006,528,0,280,248,0,280,0.89,13.2,1,1.0,7,348,12
34,688,1006,248,660,248,660,26,274,2.41,6.3,1,0.9051,7,348,12
35,688,1006,660,0,266,394,0,266,1.48,17.4,1,1.0,7,336,12
36,688,1006,394,0,258,136,0,258,0.53,10.7,1,1.0,7,324,12
37,688,1006,136,612,136,612,116,252,2.43,3.8,1,0.5397,7,312,12
38,688,1006,612,0,246,366,0,246,1.49,17.4,1,1.0,7,312,12
39,688,1006,366,0,280,86,0,280,0.31,9.2,1,1.0,7,348,12
40,688,1006,86,612,86,612,197,283,2.16,2.1,0,0.3039,7,348,12
41,688,1006,612,0,252,360,0,252,1.43,17.0,1,1.0,7,312,12
42,688,1006,360,540,335,565,0,335,1.69,7.5,1,1.0,7,420,12
43,688,1006,565,0,266,299,0,266,1.12,14.9,1,1.0,7,336,12
44,688,1006,299,540,274,565,0,274,2.06,7.6,1,1.0,7,348,12
45,688,1006,565,0,364,201,0,364,0.55,10.9,1,1.0,7,456,12
46,688,1006,201,504,201,504,85,286,1.76,4.9,1,0.7028,7,360,12
47,688,1006,504,0,368,136,0,368,0.37,9.6,1,1.0,7,456,12
48,688,1006,136,720,136,720,166,302,2.38,3.2,0,0.4503,7,372,12
49,688,1006,720,0,294,426,0,294,1.45,17.1,1,1.0,7,372,12
50,688,1006,426,0,286,140,0,286,0.49,10.4,1,1.0,7,360,12
51,688,1006,140,444,140,444,134,274,1.62,3.6,1,0.5109,7,348,12
52,688,1006,444,0,266,178,0,266,0.67,11.7,1,1.0,7,336,12
1,636,1006,204,0,99,105,0,99,1.06,14.4,1,1.0,7,120,12
2,636,1006,105,216,97,224,0,97,2.31,7.6,1,1.0,7,120,12
3,636,1006,224,0,96,128,0,96,1.33,16.3,1,1.0,7,120,12
4,636,1006,128,0,97,31,0,97,0.32,9.2,1,1.0,7,120,12
5,636,1006,31,192,31,192,68,99,1.94,2.2,0,0.3131,7,120,12
6,636,1006,192,0,102,90,0,102,0.88,13.2,1,1.0,7,132,12
7,636,1006,90,240,90,240,15,105,2.29,6.0,1,0.8571,7,132,12
8,636,1006,240,0,108,132,0,108,1.22,15.6,1,1.0,7,132,12
9,636,1006,132,0,110,22,0,110,0.2,8.4,1,1.0,7,132,12
10,636,1006,22,180,22,180,91,113,1.59,1.4,0,0.1947,7,144,12
11,636,1006,180,0,145,35,0,145,0.24,8.7,1,1.0,7,180,12
12,636,1006,35,276,35,276,84,119,2.32,2.1,0,0.2941,7,144,12
13,636,1006,276,0,122,154,0,122,1.26,15.8,1,1.0,7,156,12
14,636,1006,154,240,154,240,1,155,1.55,7.0,1,0.9935,7,192,12
15,636,1006,240,0,146,94,0,146,0.64,11.5,1,1.0,7,180,12
16,636,1006,94,204,94,204,36,130,1.57,5.1,1,0.7231,7,168,12
17,636,1006,204,0,149,55,0,149,0.37,9.6,1,1.0,7,192,12
18,636,1006,55,264,55,264,80,135,1.96,2.9,0,0.4074,7,168,12
19,636,1006,264,0,180,84,0,180,0.47,10.3,1,1.0,7,228,12
20,636,1006,84,240,84,240,57,141,1.7,4.2,1,0.5957,7,180,12
21,636,1006,240,0,144,96,0,144,0.67,11.7,1,1.0,7,180,12
22,636,1006,96,300,96,300,45,141,2.13,4.8,1,0.6809,7,180,12
23,636,1006,300,0,138,162,0,138,1.17,15.2,1,1.0,7,168,12
24,636,1006,162,0,135,27,0,135,0.2,8.4,1,1.0,7,168,12
25,636,1006,27,204,27,204,106,133,1.53,1.4,0,0.203,7,168,12
26,636,1006,204,0,130,74,0,130,0.57,11.0,1,1.0,7,168,12
27,636,1006,74,192,74,192,53,127,1.51,4.1,1,0.5827,7,156,12
28,636,1006,192,0,124,68,0,124,0.55,10.8,1,1.0,7,156,12
29,636,1006,68,336,68,336,84,152,2.21,3.1,0,0.4474,7,192,12
30,636,1006,336,0,119,217,0,119,1.82,19.8,1,1.0,7,144,12
31,636,1006,217,0,145,72,0,145,0.5,10.5,1,1.0,7,180,12
32,636,1006,72,192,72,192,41,113,1.7,4.5,1,0.6372,7,144,12
33,636,1006,192,0,110,82,0,110,0.75,12.2,1,1.0,7,132,12
34,636,1006,82,228,82,228,26,108,2.11,5.3,1,0.7593,7,132,12
35,636,1006,228,0,105,123,0,105,1.17,15.2,1,1.0,7,132,12
36,636,1006,123,0,102,21,0,102,0.21,8.4,1,1.0,7,132,12
37,636,1006,21,228,21,228,78,99,2.3,1.5,0,0.2121,7,120,12
38,636,1006,228,0,97,131,0,97,1.35,16.5,1,1.0,7,120,12
39,636,1006,131,168,111,188,0,111,1.69,8.3,1,1.0,7,144,12
40,636,1006,188,0,112,76,0,112,0.68,11.8,1,1.0,7,144,12
41,636,1006,76,228,76,228,23,99,2.3,5.4,1,0.7677,7,120,12
42,636,1006,228,0,132,96,0,132,0.73,12.1,1,1.0,7,168,12
43,636,1006,96,180,96,180,9,105,1.71,6.4,1,0.9143,7,132,12
44,636,1006,180,0,108,72,0,108,0.67,11.7,1,1.0,7,132,12
45,636,1006,72,276,72,276,72,144,1.92,3.5,1,0.5,7,180,12
46,636,1006,276,0,113,163,0,113,1.44,17.1,1,1.0,7,144,12
47,636,1006,163,228,145,246,0,145,1.7,7.9,1,1.0,7,180,12
48,636,1006,246,0,119,127,0,119,1.07,14.5,1,1.0,7,144,12
49,636,1006,127,276,116,287,0,116,2.47,7.7,1,1.0,7,144,12
50,636,1006,287,0,113,174,0,113,1.54,17.8,1,1.0,7,144,12
51,636,1006,174,0,108,66,0,108,0.61,11.3,1,1.0,7,132,12
52,636,1006,66,216,66,216,39,105,2.06,4.4,1,0.6286,7,132,12
1,697,1006,432,0,153,279,0,153,1.82,19.8,1,1.0,7,192,12
2,697,1006,279,0,150,129,0,150,0.86,13.0,1,1.0,7,192,12
3,697,1006,129,360,129,360,19,148,2.43,6.1,1,0.8716,7,180,12
4,697,1006,360,0,150,210,0,150,1.4,16.8,1,1.0,7,192,12
5,697,1006,210,0,153,57,0,153,0.37,9.6,1,1.0,7,192,12
